acc;site;main_class;sub_class_1;sub_class_all;protein_names;binding_sites;area_a2;alpha_seeds;beta_seeds;hydrophobicity;pdbs
Q5T1S8;0;Unclassified;Unclassified;Unclassified;Noncompact myelin-associated protein;[];[];[];[];[];[]
O76036;3;Receptors;IG;"IG;OtherNCR";Natural cytotoxicity triggering receptor 1;[10, 38, 85];[960.7376246367752, 2126.5525999357187, 1204.0691018441553];[6, 213, 105];[171, 13644, 803];[19.9, -17.7, 3.19999];['1OLL', '1P6F', '6IAP']
O95944;2;Receptors;IG;"IG;OtherNCR";Natural cytotoxicity triggering receptor 2;[82, 219];[905.4380308401693, 6384.103735188401];[27, 1];[297, 46];[0.1, 77.1999];['1HKF']
O14931;1;Receptors;IG;"IG;OtherNCR";Natural cytotoxicity triggering receptor 3;[91];[2967.909121959665];[346];[211];[11.2999];['3NOI', '3PV6', '6YJP']
Q7Z3B1;4;Unclassified;Unclassified;Unclassified;Neuronal growth regulator 1;[242, 159, 58, 70];[808.611042448973, 1701.2245878709605, 1649.7507557947263, 1396.8255915400782];[70, 71, 14, 3157];[1729, 821, 267, 6646];[4.3, 0.09999, 2.3, -2.7];['6DLD', '6U6T']
Q92859;5;Receptors;IG;"IG;NetrinR";Neogenin;[630, 865, 1451, 422, 381];[1483.8921169777054, 3131.2814422944843, 846.1067264714568, 3049.08283406614, 1710.1928652695967];[61, 1, 2, 9, 1];[745, 88, 30, 195, 74];[8.3, 21.5, 14.3, 6.8, -1.7999];['1X5F', '1X5G', '1X5H', '1X5I', '1X5J', '1X5K', '3P4L']
P08473;0;Enzymes;Hydrolases;3.4.24;Neprilysin;[];[];[];[];[];['1DMT', '1R1H', '1R1I', '1R1J', '1Y8J', '2QPJ', '2YB9', '4CTH', '5JMY', '6GID', '6SH1', '6SH2', '6SUK', '6SVY', '6THP', '6XVP']
Q8TDF5;1;Unclassified;Unclassified;Unclassified;Neuropilin and tolloid-like protein 1;[248];[2768.2589695693077];[1];[4];[-21.2];[]
Q8NC67;3;Unclassified;Unclassified;Unclassified;Neuropilin and tolloid-like protein 2;[10, 77, 253];[1671.9889654217482, 564.0655917840946, 2303.5712618409366];[12, 1, 0];[80, 18, 9];[30.6, 5.0, -9.7];[]
Q8NET5;1;Unclassified;Unclassified;Unclassified;NFAT activation molecule 1;[148];[2395.510358699186];[15];[190];[4.2];[]
O94856;5;Miscellaneous;StructuralAndAdhesion;"StructuralAndAdhesion;IG_AdhesionProteins";Neurofascin;[601, 781, 457, 173, 158];[1437.7000390689507, 1412.64331662543, 2778.9690855614353, 2263.7312127820796, 1727.7640644767864];[203, 0, 5, 14, 65];[207, 1, 19, 27, 2253];[-14.699, -15.7, 6.99999, -12.299, 2.39999];['3P3Y', '3P40']
Q92542;3;Unclassified;Unclassified;Unclassified;Nicastrin;[23, 289, 233];[1552.515166433091, 693.5502115112467, 1161.9572158756187];[1, 1, 0];[5, 0, 17];[33.0, -10.1, 1.79999];['2N7Q', '2N7R', '4UIS', '5A63', '5FN2', '5FN3', '5FN4', '5FN5', '6IDF', '6IYC', '6LQG', '6LR4', '7C9I', '7D8X', '7Y5T', '7Y5X', '7Y5Z']
Q6NVV3;1;Transporters;SLC;"SLC;DMT;NIPA";Magnesium transporter NIPA3;[137];[1113.4357051918691];[0];[0];[16.8];[]
Q0D2K0;0;Transporters;SLC;"SLC;DMT;NIPA";Magnesium transporter NIPA4;[];[];[];[];[];[]
P25103;0;Receptors;GPCR;"GPCR;Rhodopsin";Substance-P receptor;[];[];[];[];[];['2KS9', '2KSA', '2KSB', '6E59', '6HLL', '6HLO', '6HLP', '7P00', '7P02', '7RMG', '7RMH', '7RMI']
P21452;0;Receptors;GPCR;"GPCR;Rhodopsin";Substance-K receptor;[];[];[];[];[];[]
P29371;1;Receptors;GPCR;"GPCR;Rhodopsin";Neuromedin-K receptor;[367];[1628.5996923662246];[6214];[2453];[34.8];[]
Q4KMZ8;0;Transporters;AuxillaryTransportUnit;"AuxillaryTransportUnit;NKAIN";Sodium/potassium-transporting ATPase subunit beta-1-interacting protein 1;[];[];[];[];[];[]
Q5VXU1;0;Transporters;AuxillaryTransportUnit;"AuxillaryTransportUnit;NKAIN";Sodium/potassium-transporting ATPase subunit beta-1-interacting protein 2;[];[];[];[];[];[]
Q8N8D7;0;Transporters;AuxillaryTransportUnit;"AuxillaryTransportUnit;NKAIN";Sodium/potassium-transporting ATPase subunit beta-1-interacting protein 3;[];[];[];[];[];[]
P26715;2;Receptors;SCAR;"SCAR;Class_E";NKG2-A/NKG2-B type II integral membrane protein;[124, 176];[715.4312104180271, 2529.2950818523077];[41, 355];[74, 440];[14.3999, -18.8];['2RMX', '2YU7', '3BDW', '3CDG', '3CII']
P26717;1;Receptors;SCAR;"SCAR;Class_E";NKG2-C type II integral membrane protein;[176];[1561.9864865072466];[238];[843];[3.1];['2L35']
P26718;1;Receptors;SCAR;"SCAR;Class_E";NKG2-D type II integral membrane protein;[111];[1686.9043552838193];[1578];[2531];[5.8];['1HYR', '1KCG', '1MPU', '4PDC', '4S0U']
Q07444;1;Receptors;SCAR;"SCAR;Class_E";NKG2-E type II integral membrane protein;[131];[1106.9444378527571];[423];[435];[19.1];[]
Q8N2Q7;2;Miscellaneous;Ligand;"Ligand;Neuroligin";Neuroligin-1;[475, 727];[1760.8273879010944, 3061.523928825302];[24, 4];[66, 25];[-21.599, 29.1];['5OJ6', '5OJK']
Q8NFZ4;2;Miscellaneous;Ligand;"Ligand;Neuroligin";Neuroligin-2;[204, 434];[634.096540169422, 1425.523652579676];[0, 149];[0, 1176];[11.8, -5.3999];['5XEQ', '8GS4']
Q9NZ94;2;Miscellaneous;Ligand;"Ligand;Neuroligin";Neuroligin-3;[457, 220];[1760.2128380789202, 992.382965006574];[435, 29];[1352, 45];[-13.299, 14.7];[]
Q8N0W4;2;Miscellaneous;Ligand;"Ligand;Neuroligin";Neuroligin-4, X-linked;[33, 589];[1732.719054223198, 2008.1289073803446];[0, 131];[85, 1338];[28.1, 2.2];['2WQZ', '2XB6', '3BE8']
Q8NFZ3;2;Miscellaneous;Ligand;"Ligand;Neuroligin";Neuroligin-4, Y-linked;[32, 423];[1644.3530341947248, 1546.2641727543364];[0, 2];[223, 17];[29.6, -5.0];[]
Q8NA29;0;Unclassified;Unclassified;Unclassified;Sodium-dependent lysophosphatidylcholine symporter 1;[];[];[];[];[];['7OIX']
P28336;0;Receptors;GPCR;"GPCR;Rhodopsin";Neuromedin-B receptor;[];[];[];[];[];[]
Q8TCU5;7;Transporters;Channels;"Channels;Ligand_gated_ion_channels;Glutamate";Glutamate receptor ionotropic, NMDA 3A;[215, 129, 480, 401, 862, 1090, 724];[2637.479703388121, 1949.1573347630151, 897.2167543613864, 1029.4865317237768, 877.9318357542111, 2643.6114329013217, 6528.528373312628];[0, 8, 1, 28, 10, 111, 3];[0, 340, 4766, 960, 2983, 676, 209];[0.69999, -8.0, 4.2, 18.0, 6.6, -2.1, 135.399];[]
O60391;6;Transporters;Channels;"Channels;Ligand_gated_ion_channels;Glutamate";Glutamate receptor ionotropic, NMDA 3B;[239, 119, 997, 426, 762, 624];[1473.2209800055393, 1825.2240256100392, 2909.896316878097, 895.7723974426249, 925.1629663443196, 6510.177981557156];[0, 6, 0, 17, 0, 5];[426, 1116, 16, 635, 95, 2146];[-4.6999, 0.5, -3.5, -8.2, 14.4, 114.699];[]
Q12879;4;Transporters;Channels;"Channels;Ligand_gated_ion_channels;Glutamate";Glutamate receptor ionotropic, NMDA 2A;[83, 481, 779, 429];[1182.226694106391, 1951.3393841789525, 880.0027658744388, 1233.2550793724215];[0, 8, 7, 14];[37, 1398, 467, 1677];[9.8, -17.7, 17.0999, 4.6];['3NFL', '5H8F', '5H8H', '5H8N', '5H8Q', '5I2K', '5I2N', '5KCJ', '5KDT', '5TP9', '5TPA', '6IRA', '6IRF', '6IRG', '6IRH', '7EOQ', '7EOR', '7EOS', '7EOT', '7EOU', '7EU7', '8E99']
Q13224;4;Transporters;Channels;"Channels;Ligand_gated_ion_channels;Glutamate";Glutamate receptor ionotropic, NMDA 2B;[115, 331, 477, 527];[1820.8050458694618, 838.4414343221704, 1588.507346267718, 1052.5566816275825];[22, 0, 0, 2];[645, 165, 15, 491];[-6.8, -3.1, -20.7, 10.9999];['5EWJ', '5EWL', '5EWM', '7EU8', '7KL0', '7KL1', '7KL2', '7UIS', '7UJP', '7UJQ', '7UJR', '7UJS', '7UJT']
Q14957;4;Transporters;Channels;"Channels;Ligand_gated_ion_channels;Glutamate";Glutamate receptor ionotropic, NMDA 2C;[111, 524, 547, 897];[1064.8059840944961, 1125.8409237386277, 2058.6887687049507, 1217.3194475998234];[87, 8, 44, 31];[312, 701, 1108, 1058];[5.3, 7.09999, 42.9, 10.4];['8E92', '8E93', '8E94', '8E97', '8E98', '8E99']
O15399;2;Transporters;Channels;"Channels;Ligand_gated_ion_channels;Glutamate";Glutamate receptor ionotropic, NMDA 2D;[87, 133];[942.6662916361533, 1211.5330993530451];[58, 205];[1455, 988];[7.09999, 2.49999];['7YFM', '8E96']
Q05586;3;Transporters;Channels;"Channels;Ligand_gated_ion_channels;Glutamate";Glutamate receptor ionotropic, NMDA 1;[109, 757, 608];[2605.551813604972, 1608.4991232219506, 9180.409951911784];[26, 9, 14];[13547, 2616, 596];[0.19999, -10.3, 136.3];['2HQW', '2NR1', '3BYA', '5H8F', '5H8H', '5H8N', '5H8Q', '5I2K', '5I2N', '5KCJ', '5KDT', '5TP9', '5TPA', '6IRA', '6IRF', '6IRG', '6IRH', '7EOQ', '7EOR', '7EOS', '7EOT', '7EOU', '7EU7', '7EU8', '7YFM', '8E92', '8E93', '8E94', '8E96', '8E97', '8E98', '8E99']
Q9HB89;1;Receptors;GPCR;"GPCR;Rhodopsin";Neuromedin-U receptor 1;[160];[1542.4971704521156];[655];[702];[18.1];['7W53', '7W56']
Q9GZQ4;0;Receptors;GPCR;"GPCR;Rhodopsin";Neuromedin-U receptor 2;[];[];[];[];[];['7W55', '7W57', '7XK8']
P46531;6;Receptors;Other_receptors;"Other_receptors;Notch";Neurogenic locus notch homolog protein 1;[554, 2034, 454, 1270, 106, 1424];[1225.5781516947886, 23990.751936963843, 1383.4511334820456, 1647.888877333793, 714.3072183797428, 1212.4738318198702];[76, 2, 0, 22, 0, 937];[376, 2, 0, 172, 0, 982];[10.3, -98.1, 5.3, 19.6, 5.8, -2.2];['1PB5', '1TOZ', '1YYH', '2F8X', '2F8Y', '2HE0', '2VJ3', '3ETO', '3I08', '3L95', '3NBN', '3V79', '4CUD', '4CUE', '4CUF', '4D0E', '4D0F', '5FM9', '5FMA', '5KZO', '5L0R', '5UB5', '6IDF', '6PY8']
Q04721;14;Receptors;Other_receptors;"Other_receptors;Notch";Neurogenic locus notch homolog protein 2;[1283, 1257, 371, 1550, 750, 1882, 614, 1023, 780, 278, 485, 35, 1142, 1985];[3923.5726866099462, 1394.268878111379, 2539.6782394978945, 4029.3689220271413, 1360.8518346253334, 3003.7021403340923, 5367.5051025122975, 3700.173063385814, 1569.0420769711695, 1510.5576451406196, 1848.9498375361777, 946.9960656594063, 2004.5075431079283, 3449.1409995931617];[255, 17, 62, 126, 0, 0, 0, 7, 9, 2, 0, 11, 36, 6];[1268, 270, 231, 231, 2, 116, 25, 208, 102, 7, 0, 39, 131, 43];[47.4, -1.2, 11.7, -8.2999, -2.0, -5.9999, -2.6999, 40.9, -26.2, -14.899, 2.09999, -16.0, 10.2, 20.0];['2OO4', '5MWB']
Q9UM47;17;Receptors;Other_receptors;"Other_receptors;Notch";Neurogenic locus notch homolog protein 3;[568, 454, 1030, 1848, 181, 606, 225, 975, 72, 878, 377, 929, 300, 1146, 678, 1471, 1514];[2167.5916901906953, 3173.4689591972733, 1559.3390159574437, 5300.541279399143, 1178.555297062085, 1737.2328635198003, 857.6142640062728, 1247.4614777072384, 1831.9561483859266, 2362.860096531183, 1131.923396181828, 2340.0042342744277, 846.7895380599315, 1179.15956883422, 1651.356264781089, 568.3616227751423, 6710.351732723117];[26, 25, 27, 0, 1, 0, 0, 0, 30, 108, 1, 271, 20, 6, 16, 13, 0];[367, 316, 86, 4, 15, 1, 10, 11, 372, 58, 1, 535, 312, 36, 57, 268, 0];[-10.6, 6.4, -2.9, -52.099, -1.2, 7.3, 0.69999, 17.0, 3.09999, 0.89999, 12.0, 35.4, 11.2, 29.2, 15.2, -7.3999, -27.299];['4ZLP', '5CZV', '5CZX', '6WQU', '6XSW']
Q99466;12;Receptors;Other_receptors;"Other_receptors;Notch";Neurogenic locus notch homolog protein 4;[605, 542, 491, 1673, 427, 845, 1687, 195, 860, 158, 1139, 1315];[619.7493519416114, 1048.3506320557487, 538.7026610195853, 3490.742667643699, 8424.547995445842, 1671.7835983464304, 1282.5266937835838, 1092.9800585075507, 1078.0173508302034, 1376.8128706348216, 1722.171253851507, 6144.454708777259];[124, 35, 0, 40, 1, 0, 57, 36, 1, 0, 1, 5];[278, 1825, 0, 699, 14, 0, 106, 275, 21, 2, 112, 580];[10.1, 2.4, 8.99999, -25.899, 1.69999, -2.6, -13.299, -5.9, 5.39999, 7.2, 0.0, -6.5999];['7OR3', '7OR5', '7OR7']
Q9NPH5;3;Enzymes;Oxidoreductases;1.6.3;NADPH oxidase 4;[188, 285, 98];[581.5309076833292, 513.1970011073576, 3270.714050907058];[644, 1, 21];[2800, 73, 61];[3.8, 5.59999, 19.2];[]
Q9H841;0;Transporters;SLC;"SLC;DMT;NIPA";NIPA-like protein 2;[];[];[];[];[];[]
Q6P499;0;Transporters;SLC;"SLC;DMT;NIPA";NIPA-like protein 3;[];[];[];[];[];[]
P48145;0;Receptors;GPCR;"GPCR;Rhodopsin";Neuropeptides B/W receptor type 1;[];[];[];[];[];[]
P48146;0;Receptors;GPCR;"GPCR;Rhodopsin";Neuropeptides B/W receptor type 2;[];[];[];[];[];[]
O15118;0;Unclassified;Unclassified;Unclassified;NPC intracellular cholesterol transporter 1;[];[];[];[];[];['3GKH', '3GKI', '3GKJ', '3JD8', '5F18', '5F1B', '5HNS', '5JNX', '5KWY', '5U73', '5U74', '6UOX', '6W5R', '6W5S', '6W5T', '6W5U', '6W5V', '8EUS']
Q9UHC9;1;Unclassified;Unclassified;Unclassified;NPC1-like intracellular cholesterol transporter 1;[375];[1125.8444143971315];[102];[210];[16.2];['3QNT', '7DF8', '7DFW', '7DFZ', '7N4U', '7N4V', '7N4X']
Q9GZQ6;0;Receptors;GPCR;"GPCR;Rhodopsin";Neuropeptide FF receptor 1;[];[];[];[];[];[]
Q9Y5X5;0;Receptors;GPCR;"GPCR;Rhodopsin";Neuropeptide FF receptor 2;[];[];[];[];[];[]
O60500;8;Unclassified;Unclassified;Unclassified;Nephrin;[976, 864, 167, 666, 696, 569, 375, 362];[926.8221926865488, 2970.091171375603, 1090.6632308882645, 2053.102939396679, 965.8496940158662, 2565.0970207984674, 714.0085731521795, 1054.4608358415085];[3, 427, 733, 131, 52, 1864, 13, 214];[470, 1904, 1530, 584, 610, 885, 262, 1458];[-3.4, 18.3, 7.2, 23.9, -7.1, 9.2, 1.19999, 18.0999];['4ZRT']
Q6W5P4;0;Receptors;GPCR;"GPCR;Rhodopsin";Neuropeptide S receptor;[];[];[];[];[];[]
Q14916;0;Transporters;SLC;"SLC;MFS;SLC17";Sodium-dependent phosphate transport protein 1;[];[];[];[];[];[]
Q06495;0;Transporters;SLC;"SLC;Other;SLC34";Sodium-dependent phosphate transport protein 2A;[];[];[];[];[];[]
O95436;1;Transporters;SLC;"SLC;Other;SLC34";Sodium-dependent phosphate transport protein 2B;[354];[1054.0925713693375];[36];[367];[44.0];[]
Q8N130;0;Transporters;SLC;"SLC;Other;SLC34";Sodium-dependent phosphate transport protein 2C;[];[];[];[];[];[]
Q9Y639;3;Unclassified;Unclassified;Unclassified;Neuroplastin;[166, 289, 78];[1081.310981054189, 998.0692477095716, 706.2085027995444];[660, 451, 149];[3843, 1904, 388];[8.7, 11.8999, -12.499];['6A69']
P25929;0;Receptors;GPCR;"GPCR;Rhodopsin";Neuropeptide Y receptor type 1;[];[];[];[];[];['5ZBQ', '7VGX', '7X9A']
P49146;0;Receptors;GPCR;"GPCR;Rhodopsin";Neuropeptide Y receptor type 2;[];[];[];[];[];['7X9B', '7YON', '7YOO']
P50391;0;Receptors;GPCR;"GPCR;Rhodopsin";Neuropeptide Y receptor type 4;[];[];[];[];[];['7X9C']
Q15761;0;Receptors;GPCR;"GPCR;Rhodopsin";Neuropeptide Y receptor type 5;[];[];[];[];[];[]
Q99463;0;Receptors;GPCR;"GPCR;Rhodopsin";Putative neuropeptide Y receptor type 6;[];[];[];[];[];[]
Q68D85;1;Unclassified;Unclassified;Unclassified;Natural cytotoxicity triggering receptor 3 ligand 1;[113];[6179.3283264868305];[91];[273];[-43.5];['3PV6', '3PV7', '4ZSO', '6YJP']
P49279;0;Transporters;SLC;"SLC;Other;SLC11";Natural resistance-associated macrophage protein 1;[];[];[];[];[];[]
P49281;0;Transporters;SLC;"SLC;Other;SLC11";Natural resistance-associated macrophage protein 2;[];[];[];[];[];['5F0L', '5F0M', '5F0P', '7BLO', '7BLQ']
Q92823;5;Miscellaneous;StructuralAndAdhesion;"StructuralAndAdhesion;IG_AdhesionProteins";Neuronal cell adhesion molecule;[798, 870, 915, 287, 163];[733.4240036023091, 4350.254104546891, 615.8132466274193, 5305.500923356889, 783.3431351659611];[5, 1, 67, 0, 76];[164, 1, 315, 2, 2472];[23.2, 6.19999, 9.5, -18.2, 17.0];['1UEN', '1UEY']
Q02297;2;Unclassified;Unclassified;Unclassified;Pro-neuregulin-1, membrane-bound isoform;[210, 69];[1514.4786242679609, 1432.3878386022975];[0, 24];[4, 104];[7.9, -18.6];['1HAE', '1HAF', '1HRE', '1HRF', '3U7U', '7MN5', '7MN6', '7MN8', '7SJL']
O14511;4;Unclassified;Unclassified;Unclassified;Pro-neuregulin-2, membrane-bound isoform;[370, 170, 214, 181];[1519.1004500527147, 1580.7276380896897, 1170.5112684651153, 1372.0841919147515];[18, 702, 98, 361];[53, 541, 991, 54];[3.09999, 6.09999, 5.0, 9.9];[]
Q8WWG1;1;Unclassified;Unclassified;Unclassified;Pro-neuregulin-4, membrane-bound isoform;[35];[1753.474509687915];[1232];[1467];[2.1];[]
Q496H8;2;Unmatched;Unmatched;Unmatched;Neuritin-like protein;[156, 76];[1420.4994314396017, 2446.0153391150916];[4, 213];[61, 505];[26.0, 18.4];[]
Q9NPD7;2;Unmatched;Unmatched;Unmatched;Neuritin;[34, 133];[4963.589565412895, 1192.5786297509144];[148, 35];[193, 104];[58.4999, 18.5];[]
O14786;4;Receptors;Other_receptors;"Other_receptors;Neuropilin";Neuropilin-1;[337, 113, 441, 648];[2668.636545492834, 821.5972617111729, 1696.138116654231, 958.694425859107];[16, 0, 144, 0];[325, 0, 46, 1];[6.89999, -4.8999, 0.99999, -3.8];['1KEX', '2QQI', '2QQM', '2QQN', '3I97', '4DEQ', '4RN5', '5C7G', '5IJR', '5IYY', '5J1X', '5JGI', '5JGQ', '5JHK', '5L73', '6FMC', '6FMF', '6TKK', '7JJC', '7O1N', '7P5U']
O60462;2;Receptors;Other_receptors;"Other_receptors;Neuropilin";Neuropilin-2;[425, 222];[3241.854643874387, 2835.0455448006514];[44, 300];[103, 91];[1.39999, -11.1];['2QQJ', '2QQK', '2QQL', '2QQO', '4QDQ', '4QDR', '4QDS', '5DN2', '5DQ0', '6GH8', '6TDB', '6TJT', '7M22', '7T4S']
Q9ULB1;5;Receptors;Other_receptors;"Other_receptors;Neurexin";Neurexin-1;[1151, 635, 196, 147, 397];[1980.6665394511576, 4276.160223588391, 1090.7274202196436, 1757.82193092916, 1158.480132154701];[576, 3, 1, 588, 71];[1104, 11, 67, 1241, 642];[-23.799, -4.9999, 7.2, -11.2, 4.5];['6NID']
P58400;2;Receptors;Other_receptors;"Other_receptors;Neurexin";Neurexin-1-beta;[186, 409];[4801.634064579751, 2425.498799832425];[1, 0];[10, 4];[-23.099, 45.6999];['3B3Q', '5Z8Y']
Q9P2S2;4;Receptors;Other_receptors;"Other_receptors;Neurexin";Neurexin-2;[1263, 1164, 647, 409];[1066.912984352598, 2043.8897341263457, 4699.02964851351, 1989.1823887225835];[525, 0, 0, 9];[1787, 0, 0, 73];[16.2, -16.399, -24.999, 5.59999];[]
P58401;1;Receptors;Other_receptors;"Other_receptors;Neurexin";Neurexin-2-beta;[188];[4918.937255755345];[0];[0];[-25.399];['4NXR']
Q9Y4C0;6;Receptors;Other_receptors;"Other_receptors;Neurexin";Neurexin-3;[1117, 604, 146, 213, 529, 362];[1557.8422991611226, 2745.057919971603, 2607.14103285165, 840.1962659223142, 1121.47430387561, 662.0596236684578];[31, 6, 69, 2, 254, 272];[116, 13, 1638, 8, 1608, 1078];[-24.899, 11.9, -7.9999, 14.2, -20.0, 8.3];[]
Q9HDB5;1;Receptors;Other_receptors;"Other_receptors;Neurexin";Neurexin-3-beta;[113];[3349.2980822545205];[127];[144];[-42.399];[]
Q12908;1;Transporters;SLC;"SLC;Other;SLC10";Ileal sodium/bile acid cotransporter;[76];[5167.218486721381];[1546];[3564];[163.4];[]
Q96EP9;0;Transporters;SLC;"SLC;Other;SLC10";Sodium/bile acid cotransporter 4;[];[];[];[];[];[]
Q5PT55;1;Transporters;SLC;"SLC;Other;SLC10";Sodium/bile acid cotransporter 5;[307];[3594.435005610353];[439];[296];[87.1999];[]
Q14973;0;Transporters;SLC;"SLC;Other;SLC10";Hepatic sodium/bile acid cotransporter;[];[];[];[];[];['7FCI', '7PQG', '7PQQ', '7VAD', '7VAG', '7WSI', '7ZYI']
Q9Y2I2;4;Unmatched;Unmatched;Unmatched;Netrin-G1;[485, 423, 380, 54];[900.7390227173835, 1002.38913153373, 5179.557576682037, 1473.270043150068];[10, 18, 1517, 12];[160, 355, 1337, 26];[4.69999, -13.3, -17.199, -5.4999];['3ZYJ']
Q96CW9;5;Unmatched;Unmatched;Unmatched;Netrin-G2;[455, 434, 373, 22, 166];[921.5334572020611, 900.1147766215867, 912.2081630086557, 2341.0302939491285, 2004.2853045165077];[72, 53, 159, 13, 692];[787, 669, 1292, 282, 1466];[-9.1, -4.4408, 6.49999, -16.7, -3.0];['3TBD', '3ZYG', '3ZYI']
P30989;0;Receptors;GPCR;"GPCR;Rhodopsin";Neurotensin receptor type 1;[];[];[];[];[];['2LYW', '6OS9', '6OSA', '6PWC', '6UP7', '7UL2']
O95665;1;Receptors;GPCR;"GPCR;Rhodopsin";Neurotensin receptor type 2;[135];[836.8078061423035];[8];[5];[18.5999];[]
Q9P121;2;Unclassified;Unclassified;Unclassified;Neurotrimin;[228, 109];[814.7881505227258, 2638.6500436143197];[98, 10];[2194, 330];[2.4, -9.2];['6DLF']
P04629;1;Receptors;Kinase;"Kinase;neutrophin";High affinity nerve growth factor receptor;[668];[4640.001643583696];[0];[0];[-7.6999];['1HE7', '1SHC', '1WWA', '1WWW', '2IFG', '2N90', '4AOJ', '4CRP', '4F0I', '4GT5', '4PMM', '4PMP', '4PMS', '4PMT', '4YNE', '4YPS', '5H3Q', '5I8A', '5JFS', '5JFV', '5JFW', '5JFX', '5KMI', '5KMJ', '5KMK', '5KML', '5KMM', '5KMN', '5KMO', '5KVT', '5WR7', '6D1Y', '6D1Z', '6D20', '6D22', '6DKB', '6DKG', '6DKI', '6DKW', '6IQN', '6J5L', '6NPT', '6NSP', '6NSS', '6PL1', '6PL2', '6PL3', '6PL4', '6PMA', '6PMB', '6PMC', '6PME', '7N3T', '7VKM', '7VKN', '7VKO', '7XAF', '7XBI']
Q16620;2;Receptors;Kinase;"Kinase;neutrophin";BDNF/NT-3 growth factors receptor;[131, 676];[1712.5669009032542, 5551.957509552704];[199, 0];[40, 0];[-4.1, -20.6];['1HCF', '1WWB', '2MFQ', '4ASZ', '4AT3', '4AT4', '4AT5', '5MO9']
Q16288;3;Receptors;Kinase;"Kinase;neutrophin";NT-3 growth factor receptor;[697, 56, 577];[3815.342880439055, 967.8963834520385, 1290.3157103842896];[0, 48, 0];[0, 129, 0];[-7.5, 20.3, -8.2];['1WWC', '3V5Q', '4YMJ', '6KZC', '6KZD']
Q9H208;0;Receptors;GPCR;"GPCR;Olf";Olfactory receptor 10A2;[];[];[];[];[];[]
P58181;0;Receptors;GPCR;"GPCR;Olf";Olfactory receptor 10A3;[];[];[];[];[];[]
Q9H209;0;Receptors;GPCR;"GPCR;Olf";Olfactory receptor 10A4;[];[];[];[];[];[]
Q9H207;0;Receptors;GPCR;"GPCR;Olf";Olfactory receptor 10A5;[];[];[];[];[];[]
Q8NH74;0;Receptors;GPCR;"GPCR;Olf";Olfactory receptor 10A6;[];[];[];[];[];[]
Q8NGE5;0;Receptors;GPCR;"GPCR;Olf";Olfactory receptor 10A7;[];[];[];[];[];[]
Q8NH08;0;Unmatched;Unmatched;Unmatched;Olfactory receptor 10AC1;[];[];[];[];[];[]
Q8NGE0;0;Receptors;GPCR;"GPCR;Olf";Olfactory receptor 10AD1;[];[];[];[];[];[]
Q8NH19;0;Receptors;GPCR;"GPCR;Olf";Olfactory receptor 10AG1;[];[];[];[];[];[]
Q96KK4;0;Receptors;GPCR;"GPCR;Olf";Olfactory receptor 10C1;[];[];[];[];[];[]
Q8NH80;0;Receptors;GPCR;"GPCR;PutativeOlfR";Olfactory receptor 10D3;[];[];[];[];[];[]
Q8NGN7;0;Receptors;GPCR;"GPCR;PutativeOlfR";Putative olfactory receptor 10D4;[];[];[];[];[];[]
Q8NGC3;1;Receptors;GPCR;"GPCR;Olf";Olfactory receptor 10G2;[207];[1061.9599338609107];[126];[273];[25.5999];[]
Q8NGC4;0;Receptors;GPCR;"GPCR;Olf";Olfactory receptor 10G3;[];[];[];[];[];[]
Q8NGN3;0;Receptors;GPCR;"GPCR;Olf";Olfactory receptor 10G4;[];[];[];[];[];[]
Q8NH81;0;Receptors;GPCR;"GPCR;Olf";Olfactory receptor 10G6;[];[];[];[];[];[]
Q8NGN6;0;Receptors;GPCR;"GPCR;Olf";Olfactory receptor 10G7;[];[];[];[];[];[]
Q8NGN5;0;Receptors;GPCR;"GPCR;Olf";Olfactory receptor 10G8;[];[];[];[];[];[]
Q8NGN4;0;Receptors;GPCR;"GPCR;Olf";Olfactory receptor 10G9;[];[];[];[];[];[]
Q9Y4A9;0;Receptors;GPCR;"GPCR;Olf";Olfactory receptor 10H1;[];[];[];[];[];[]
O60403;0;Receptors;GPCR;"GPCR;Olf";Olfactory receptor 10H2;[];[];[];[];[];[]
O60404;1;Receptors;GPCR;"GPCR;Olf";Olfactory receptor 10H3;[224];[1145.7436889010087];[7];[28];[42.5];[]
